aarti_id,line_no,section,original,translit_roman,meaning_en,meaning_hi,meaning_mr,meaning_gu,meaning_pa,meaning_bn,meaning_ta,meaning_te,meaning_kn,meaning_ml,notes,original_true_script
SK001,152,chaupai,कहेउ राम बियोग तव सीता। मो कहुँ सकल भए बिपरीता ॥,"Kaheu rama biyoga tava Sita, mo kahu.n sakala bhae biparita .",,,,,,,,,,,"('Draft: Sundara Kanda (Ramcharitmanas), Tulsidas. Source: sanskritdocuments.org (manas5_i.itx, ITRANS transliteration by Balram J. Rathore); raw file stored at data/raw_sources/sundarkand_itrans_raw.txt. Devanagari here is machine-converted from that ITRANS source via indic_transliteration, NOT independently proofread against a Devanagari printed edition yet. Verse/doha number per source: n/a (chaupai). Tracker/category placement not yet decided (staging only). reviewed=no.',)",NA
SK001,153,chaupai,नव तरु किसलय मनहुँ कृसानू। कालनिसा सम निसि ससि भानू ॥,"Nava taru kisalaya manahu.n krrisanu, kalanisa sama nisi sasi bhanu .",,,,,,,,,,,"('Draft: Sundara Kanda (Ramcharitmanas), Tulsidas. Source: sanskritdocuments.org (manas5_i.itx, ITRANS transliteration by Balram J. Rathore); raw file stored at data/raw_sources/sundarkand_itrans_raw.txt. Devanagari here is machine-converted from that ITRANS source via indic_transliteration, NOT independently proofread against a Devanagari printed edition yet. Verse/doha number per source: n/a (chaupai). Tracker/category placement not yet decided (staging only). reviewed=no.',)",NA
SK001,154,chaupai,कुबलय बिपिन कुंत बन सरिसा। बारिद तपत तेल जनु बरिसा ॥,"Kubalaya bipina kumta bana sarisa, barida tapata tela janu barisa .",,,,,,,,,,,"('Draft: Sundara Kanda (Ramcharitmanas), Tulsidas. Source: sanskritdocuments.org (manas5_i.itx, ITRANS transliteration by Balram J. Rathore); raw file stored at data/raw_sources/sundarkand_itrans_raw.txt. Devanagari here is machine-converted from that ITRANS source via indic_transliteration, NOT independently proofread against a Devanagari printed edition yet. Verse/doha number per source: n/a (chaupai). Tracker/category placement not yet decided (staging only). reviewed=no.',)",NA
SK001,155,chaupai,जे हित रहे करत तेइ पीरा। उरग स्वास सम त्रिबिध समीरा ॥,"Je hita rahe karata tei pira, uraga svasa sama tribidha samira .",,,,,,,,,,,"('Draft: Sundara Kanda (Ramcharitmanas), Tulsidas. Source: sanskritdocuments.org (manas5_i.itx, ITRANS transliteration by Balram J. Rathore); raw file stored at data/raw_sources/sundarkand_itrans_raw.txt. Devanagari here is machine-converted from that ITRANS source via indic_transliteration, NOT independently proofread against a Devanagari printed edition yet. Verse/doha number per source: n/a (chaupai). Tracker/category placement not yet decided (staging only). reviewed=no.',)",NA
SK001,156,chaupai,कहेहू तें कछु दुख घटि होई। काहि कहौं यह जान न कोई ॥,"Kahehu tem kachu dukha ghati hoi, kahi kahaum yaha jana na koi .",,,,,,,,,,,"('Draft: Sundara Kanda (Ramcharitmanas), Tulsidas. Source: sanskritdocuments.org (manas5_i.itx, ITRANS transliteration by Balram J. Rathore); raw file stored at data/raw_sources/sundarkand_itrans_raw.txt. Devanagari here is machine-converted from that ITRANS source via indic_transliteration, NOT independently proofread against a Devanagari printed edition yet. Verse/doha number per source: n/a (chaupai). Tracker/category placement not yet decided (staging only). reviewed=no.',)",NA
SK001,157,chaupai,तत्त्व प्रेम कर मम अरु तोरा। जानत प्रिया एकु मनु मोरा ॥,"Tattva prema kara mama aru tora, janata priya eku manu mora .",,,,,,,,,,,"('Draft: Sundara Kanda (Ramcharitmanas), Tulsidas. Source: sanskritdocuments.org (manas5_i.itx, ITRANS transliteration by Balram J. Rathore); raw file stored at data/raw_sources/sundarkand_itrans_raw.txt. Devanagari here is machine-converted from that ITRANS source via indic_transliteration, NOT independently proofread against a Devanagari printed edition yet. Verse/doha number per source: n/a (chaupai). Tracker/category placement not yet decided (staging only). reviewed=no.',)",NA
SK001,158,chaupai,सो मनु सदा रहत तोहि पाहीं। जानु प्रीति रसु एतेनहि माहीं ॥,"So manu sada rahata tohi pahim, janu priti rasu etenahi mahim .",,,,,,,,,,,"('Draft: Sundara Kanda (Ramcharitmanas), Tulsidas. Source: sanskritdocuments.org (manas5_i.itx, ITRANS transliteration by Balram J. Rathore); raw file stored at data/raw_sources/sundarkand_itrans_raw.txt. Devanagari here is machine-converted from that ITRANS source via indic_transliteration, NOT independently proofread against a Devanagari printed edition yet. Verse/doha number per source: n/a (chaupai). Tracker/category placement not yet decided (staging only). reviewed=no.',)",NA
SK001,159,chaupai,प्रभु संदेसु सुनत बैदेही। मगन प्रेम तन सुधि नहिं तेही ॥,"Prabhu samdesu sunata baidehi, magana prema tana sudhi nahim tehi .",,,,,,,,,,,"('Draft: Sundara Kanda (Ramcharitmanas), Tulsidas. Source: sanskritdocuments.org (manas5_i.itx, ITRANS transliteration by Balram J. Rathore); raw file stored at data/raw_sources/sundarkand_itrans_raw.txt. Devanagari here is machine-converted from that ITRANS source via indic_transliteration, NOT independently proofread against a Devanagari printed edition yet. Verse/doha number per source: n/a (chaupai). Tracker/category placement not yet decided (staging only). reviewed=no.',)",NA
SK001,160,chaupai,कह कपि हृदयँ धीर धरु माता। सुमिरु राम सेवक सुखदाता ॥,"Kaha kapi hrridaya.n dhira dharu mata, sumiru rama sevaka sukhadata .",,,,,,,,,,,"('Draft: Sundara Kanda (Ramcharitmanas), Tulsidas. Source: sanskritdocuments.org (manas5_i.itx, ITRANS transliteration by Balram J. Rathore); raw file stored at data/raw_sources/sundarkand_itrans_raw.txt. Devanagari here is machine-converted from that ITRANS source via indic_transliteration, NOT independently proofread against a Devanagari printed edition yet. Verse/doha number per source: n/a (chaupai). Tracker/category placement not yet decided (staging only). reviewed=no.',)",NA
SK001,161,chaupai,उर आनहु रघुपति प्रभुताई। सुनि मम बचन तजहु कदराई ॥,"Ura anahu Raghupati prabhutai, suni mama bachana tajahu kadarai .",,,,,,,,,,,"('Draft: Sundara Kanda (Ramcharitmanas), Tulsidas. Source: sanskritdocuments.org (manas5_i.itx, ITRANS transliteration by Balram J. Rathore); raw file stored at data/raw_sources/sundarkand_itrans_raw.txt. Devanagari here is machine-converted from that ITRANS source via indic_transliteration, NOT independently proofread against a Devanagari printed edition yet. Verse/doha number per source: n/a (chaupai). Tracker/category placement not yet decided (staging only). reviewed=no.',)",NA
SK001,162,doha,निसिचर निकर पतंग सम रघुपति बान कृसानु। जननी हृदयँ धीर धरु जरे निसाचर जानु ॥,"Nisichara nikara patamga sama Raghupati bana krrisanu, janani hrridaya.n dhira dharu jare nisachara janu .",,,,,,,,,,,"('Draft: Sundara Kanda (Ramcharitmanas), Tulsidas. Source: sanskritdocuments.org (manas5_i.itx, ITRANS transliteration by Balram J. Rathore); raw file stored at data/raw_sources/sundarkand_itrans_raw.txt. Devanagari here is machine-converted from that ITRANS source via indic_transliteration, NOT independently proofread against a Devanagari printed edition yet. Verse/doha number per source: 15. Tracker/category placement not yet decided (staging only). reviewed=no.',)",NA
SK001,163,chaupai,जौं रघुबीर होति सुधि पाई। करते नहिं बिलंबु रघुराई ॥,"Jaum Raghubira hoti sudhi pai, karate nahim bilambu Raghurai .",,,,,,,,,,,"('Draft: Sundara Kanda (Ramcharitmanas), Tulsidas. Source: sanskritdocuments.org (manas5_i.itx, ITRANS transliteration by Balram J. Rathore); raw file stored at data/raw_sources/sundarkand_itrans_raw.txt. Devanagari here is machine-converted from that ITRANS source via indic_transliteration, NOT independently proofread against a Devanagari printed edition yet. Verse/doha number per source: n/a (chaupai). Tracker/category placement not yet decided (staging only). reviewed=no.',)",NA
SK001,164,chaupai,रामबान रबि उएँ जानकी। तम बरूथ कहँ जातुधान की ॥,"Ramabana rabi ue.n Janaki, tama barutha kaha.n jatudhana ki .",,,,,,,,,,,"('Draft: Sundara Kanda (Ramcharitmanas), Tulsidas. Source: sanskritdocuments.org (manas5_i.itx, ITRANS transliteration by Balram J. Rathore); raw file stored at data/raw_sources/sundarkand_itrans_raw.txt. Devanagari here is machine-converted from that ITRANS source via indic_transliteration, NOT independently proofread against a Devanagari printed edition yet. Verse/doha number per source: n/a (chaupai). Tracker/category placement not yet decided (staging only). reviewed=no.',)",NA
SK001,165,chaupai,अबहिं मातु मैं जाउँ लवाई। प्रभु आयसु नहिं राम दोहाई ॥,"Abahim matu maim jau.n lavai, prabhu ayasu nahim rama dohai .",,,,,,,,,,,"('Draft: Sundara Kanda (Ramcharitmanas), Tulsidas. Source: sanskritdocuments.org (manas5_i.itx, ITRANS transliteration by Balram J. Rathore); raw file stored at data/raw_sources/sundarkand_itrans_raw.txt. Devanagari here is machine-converted from that ITRANS source via indic_transliteration, NOT independently proofread against a Devanagari printed edition yet. Verse/doha number per source: n/a (chaupai). Tracker/category placement not yet decided (staging only). reviewed=no.',)",NA
SK001,166,chaupai,कछुक दिवस जननी धरु धीरा। कपिन्ह सहित अइहहिं रघुबीरा ॥,"Kachuka divasa janani dharu dhira, kapinha sahita aihahim Raghubira .",,,,,,,,,,,"('Draft: Sundara Kanda (Ramcharitmanas), Tulsidas. Source: sanskritdocuments.org (manas5_i.itx, ITRANS transliteration by Balram J. Rathore); raw file stored at data/raw_sources/sundarkand_itrans_raw.txt. Devanagari here is machine-converted from that ITRANS source via indic_transliteration, NOT independently proofread against a Devanagari printed edition yet. Verse/doha number per source: n/a (chaupai). Tracker/category placement not yet decided (staging only). reviewed=no.',)",NA
SK001,167,chaupai,निसिचर मारि तोहि लै जैहहिं। तिहुँ पुर नारदादि जसु गैहहिं ॥,"Nisichara mari tohi lai jaihahim, tihu.n pura naradadi jasu gaihahim .",,,,,,,,,,,"('Draft: Sundara Kanda (Ramcharitmanas), Tulsidas. Source: sanskritdocuments.org (manas5_i.itx, ITRANS transliteration by Balram J. Rathore); raw file stored at data/raw_sources/sundarkand_itrans_raw.txt. Devanagari here is machine-converted from that ITRANS source via indic_transliteration, NOT independently proofread against a Devanagari printed edition yet. Verse/doha number per source: n/a (chaupai). Tracker/category placement not yet decided (staging only). reviewed=no.',)",NA
SK001,168,chaupai,हैं सुत कपि सब तुम्हहि समाना। जातुधान अति भट बलवाना ॥,"Haim suta kapi saba tumhahi samana, jatudhana ati bhata balavana .",,,,,,,,,,,"('Draft: Sundara Kanda (Ramcharitmanas), Tulsidas. Source: sanskritdocuments.org (manas5_i.itx, ITRANS transliteration by Balram J. Rathore); raw file stored at data/raw_sources/sundarkand_itrans_raw.txt. Devanagari here is machine-converted from that ITRANS source via indic_transliteration, NOT independently proofread against a Devanagari printed edition yet. Verse/doha number per source: n/a (chaupai). Tracker/category placement not yet decided (staging only). reviewed=no.',)",NA
